,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Yapı Tipi,Net Metrekare,Brüt Metrekare,Salon Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Aidat,Kira Getirisi,Banyo Sayısı,WC Sayısı,Site İçerisinde,Eşya Durumu,Kullanım Durumu,Fiyat Durumu,Yapı Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Takas,Fiyat
193,9222714,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,90 m2,110 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Var,"895,000TL"
194,9225268,11 Şubat 2021,11 Şubat 2021,Konut,Satılık,Belirtilmemiş,90 m2,125 m2,Belirtilmemiş,3+1,2,1. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,820,000TL"
195,9222701,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,65 m2,90 m2,Belirtilmemiş,2+1,0 (Yeni),8. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,185,000TL"
196,9226084,11 Şubat 2021,11 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,135 m2,27 m2,3+1,1,17. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,5.000 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,645,000TL"
197,9222987,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,105 m2,135 m2,Belirtilmemiş,3+1,0 (Yeni),13. Kat,14,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,850,000TL"
198,9222881,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,135 m2,160 m2,Belirtilmemiş,3+1,0 (Yeni),3. Kat,13,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"2,250,000TL"
199,9222877,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,170 m2,185 m2,Belirtilmemiş,4+1,0 (Yeni),13. Kat,13,Merkezi (Pay Ölçer),270 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"4,300,000TL"
200,9222868,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,75 m2,95 m2,Belirtilmemiş,2+1,0 (Yeni),6. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"870,000TL"
201,9222788,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,130 m2,160 m2,Belirtilmemiş,3+1,0 (Yeni),12. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"3,500,000TL"
202,9222772,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,135 m2,160 m2,Belirtilmemiş,3+1,0 (Yeni),1. Kat,13,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"2,000,000TL"
203,9226430,11 Şubat 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,75 m2,100 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Yüksek Giriş,7,Kombi Doğalgaz,200 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"895,000TL"
204,9226424,11 Şubat 2021,19 Şubat 2021,Konut,Satılık,Belirtilmemiş,167 m2,210 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,12,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"2,225,000TL"
205,9226072,11 Şubat 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,112 m2,140 m2,Belirtilmemiş,3+1,5-10,4. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,750,000TL"
206,9223860,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,215 m2,270 m2,Belirtilmemiş,4+1,0 (Yeni),10. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"9,750,000TL"
207,9223852,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,215 m2,270 m2,Belirtilmemiş,4+1,0 (Yeni),9. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"8,750,000TL"
208,9223848,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,215 m2,270 m2,Belirtilmemiş,4+1,0 (Yeni),10. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"9,750,000TL"
209,9226914,11 Şubat 2021,17 Şubat 2021,Konut,Satılık,Kagir,136 m2,200 m2,Belirtilmemiş,4+2,20 Ve Üzeri,Müstakil,2,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"1,930,000TL"
210,9226727,11 Şubat 2021,11 Şubat 2021,Konut,Satılık,Belirtilmemiş,130 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,9,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,480,000TL"
211,9225272,11 Şubat 2021,11 Şubat 2021,Konut,Satılık,Belirtilmemiş,103 m2,140 m2,Belirtilmemiş,3+1,2,6. Kat,11,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,250,000TL"
212,9225196,11 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,125 m2,Belirtilmemiş,3+1,20 Ve Üzeri,4. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,275,000TL"
213,9224392,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,10. Kat,13,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"1,545,000TL"
214,9224391,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,135 m2,185 m2,Belirtilmemiş,4+1,2,3. Kat,14,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"4,280,000TL"
215,9224390,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,190 m2,245 m2,Belirtilmemiş,4+1,5-10,8. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Bilinmiyor,Yok,"4,500,000TL"
216,9223683,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,169 m2,210 m2,Belirtilmemiş,4+1,5-10,10. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"3,500,000TL"
217,9222722,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,90 m2,110 m2,Belirtilmemiş,3+1,1,8. Kat,8,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"910,000TL"
218,9225195,11 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,100 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"765,000TL"
219,9224705,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,91 m2,125 m2,Belirtilmemiş,2+1,1,Yüksek Giriş,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,200,000TL"
220,9223613,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,75 m2,100 m2,Belirtilmemiş,2+1,5-10,4. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,475,000TL"
221,9224119,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,60 m2,70 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Düz Giriş,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"500,000TL"
222,9224674,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,125 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,2. Kat,10,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"770,000TL"
223,9224080,10 Şubat 2021,10 Şubat 2021,Konut,Satılık,Betonarme,95 m2,127 m2,Belirtilmemiş,2+1,3,3. Kat,23,Merkezi (Pay Ölçer),550 TL,3.200 TL,2,2,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"920,000TL"
224,9226920,11 Şubat 2021,16 Şubat 2021,Konut,Satılık,Kagir,110 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,3. Kat,4,Sobalı,50 TL,3.500 TL,1,1,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"690,000TL"
225,9226026,11 Şubat 2021,16 Şubat 2021,Konut,Satılık,Belirtilmemiş,110 m2,150 m2,Belirtilmemiş,3+1,0 (Yeni),7. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Birim Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Yok,"2,750,000TL"
226,9222680,10 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,350 m2,400 m2,50 m2,5+2,11-20,10. Kat,10,Kombi Doğalgaz,150 TL,7.000 TL,3,3,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,850,000TL"
227,9222953,10 Şubat 2021,17 Şubat 2021,Konut,Satılık,Betonarme,100 m2,125 m2,Belirtilmemiş,3+1,0 (Yeni),12. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"1,400,000TL"
228,9225423,11 Şubat 2021,11 Şubat 2021,Konut,Satılık,Betonarme,70 m2,90 m2,Belirtilmemiş,2+1,2,7. Kat,11,Kombi Doğalgaz,200 TL,3.000 TL,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,050,000TL"
229,9224120,10 Şubat 2021,17 Şubat 2021,Konut,Satılık,Belirtilmemiş,159 m2,160 m2,Belirtilmemiş,1 Oda,20 Ve Üzeri,Düz Giriş,4,Isıtma Yok,Belirtilmemiş,Belirtilmemiş,Yok,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"3,490,000TL"
230,9224300,10 Şubat 2021,18 Şubat 2021,Konut,Satılık,Belirtilmemiş,150 m2,200 m2,Belirtilmemiş,3+1,0 (Yeni),12. Kat,12,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,850,000TL"
231,9225209,11 Şubat 2021,19 Şubat 2021,Konut,Satılık,Belirtilmemiş,130 m2,160 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,11,Kombi Doğalgaz,150 TL,4.000 TL,2,2,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"960,000TLarrow_downward"
232,9217835,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,95 m2,135 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,695,000TL"
233,9218124,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,100 m2,135 m2,Belirtilmemiş,3+1,3,4. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"2,200,000TL"
234,9222377,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,140 m2,160 m2,42 m2,3+1,20 Ve Üzeri,2. Kat,16,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,845,000TL"
235,9222281,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,150 m2,34 m2,3+1,20 Ve Üzeri,8. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,695,000TL"
236,9222160,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,40 m2,3+1,20 Ve Üzeri,6. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,695,000TL"
237,9221969,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,115 m2,140 m2,32 m2,3+1,20 Ve Üzeri,9. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,645,000TL"
238,9221895,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,125 m2,155 m2,35 m2,3+1,20 Ve Üzeri,1. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,595,000TL"
239,9221877,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,140 m2,40 m2,3+1,20 Ve Üzeri,5. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,595,000TL"
240,9221734,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,120 m2,150 m2,22 m2,3+1,20 Ve Üzeri,1. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,525,000TL"
241,9221995,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Belirtilmemiş,80 m2,100 m2,Belirtilmemiş,2+1,0 (Yeni),8. Kat,10,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"1,200,000TL"
242,9220379,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Belirtilmemiş,119 m2,154 m2,Belirtilmemiş,3+1,1,12. Kat,14,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"2,840,000TL"
243,9217848,09 Şubat 2021,10 Şubat 2021,Konut,Satılık,Belirtilmemiş,220 m2,260 m2,Belirtilmemiş,4+2,0 (Yeni),10-20. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Boş,Birim Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Yok,"3,725,000TL"
244,9218337,09 Şubat 2021,13 Şubat 2021,Konut,Satılık,Betonarme,80 m2,105 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Bahçe Katı,3,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Var,"865,000TL"
245,9221996,10 Şubat 2021,12 Şubat 2021,Konut,Satılık,Belirtilmemiş,95 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun Değil,Bilinmiyor,Yok,"830,000TL"
246,9221227,10 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,107 m2,130 m2,Belirtilmemiş,3+1,20 Ve Üzeri,6. Kat,7,Merkezi Doğalgaz,0 TL,0 TL,1,1,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"835,000TL"
247,9219090,09 Şubat 2021,16 Şubat 2021,Konut,Satılık,Betonarme,105 m2,140 m2,34 m2,3+1,20 Ve Üzeri,5. Kat,5,Merkezi Doğalgaz,240 TL,0 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Bilinmiyor,Belirtilmemiş,Yok,"1,595,000TL"
248,9218254,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,110 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,1. Kat,6,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,595,000TL"
249,9217817,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,75 m2,95 m2,Belirtilmemiş,2+1,2,5. Kat,21,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Belirtilmemiş,"1,250,000TL"
250,9219279,09 Şubat 2021,12 Şubat 2021,Konut,Satılık,Belirtilmemiş,70 m2,80 m2,Belirtilmemiş,2+1,20 Ve Üzeri,Bahçe Katı,4,Merkezi Doğalgaz,50 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"465,000TL"
251,9222524,10 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,315 m2,350 m2,Belirtilmemiş,4+2,4,14. Kat,14,Kombi Doğalgaz,1.500 TL,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"6,500,000TL"
252,9222506,10 Şubat 2021,18 Şubat 2021,Konut,Satılık,Betonarme,315 m2,350 m2,Belirtilmemiş,3+2,4,18. Kat,18,Kombi Doğalgaz,1.500 TL,Belirtilmemiş,4,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Bilinmiyor,Yok,"6,500,000TL"
253,9217125,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,135 m2,185 m2,Belirtilmemiş,4+1,2,3. Kat,13,Yerden Isıtma,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Var,"4,280,000TL"
254,9217017,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Betonarme,115 m2,140 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,595,000TL"
255,9216948,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,95 m2,135 m2,Belirtilmemiş,3+1,3,7. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"1,695,000TL"
256,9216857,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Betonarme,120 m2,145 m2,37 m2,3+1,20 Ve Üzeri,1. Kat,9,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Boş,Genel Fiyat,İkinci El,Krediye Uygun,Yatırıma Uygun,Yok,"1,395,000TL"
257,9216243,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Belirtilmemiş,125 m2,150 m2,Belirtilmemiş,3+1,20 Ve Üzeri,4. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Boş,Birim Fiyat,Sıfır,Krediye Uygun,Belirtilmemiş,Yok,"1,275,000TL"
258,9217028,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Betonarme,100 m2,120 m2,30 m2,3+1,20 Ve Üzeri,4. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Boş,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Yatırıma Uygun,Yok,"1,395,000TL"
259,9216278,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Belirtilmemiş,120 m2,150 m2,Belirtilmemiş,3+1,2,7. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Mal Sahibi Oturuyor,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"4,750,000TL"
260,9217123,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Belirtilmemiş,220 m2,250 m2,Belirtilmemiş,4+2,20 Ve Üzeri,Müstakil,4,Doğalgaz Sobalı,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"6,500,000TL"
261,9216682,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Belirtilmemiş,110 m2,145 m2,Belirtilmemiş,3+1,20 Ve Üzeri,5. Kat,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Mal Sahibi Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Belirtilmemiş,Belirtilmemiş,"845,000TL"
262,9216547,09 Şubat 2021,12 Şubat 2021,Konut,Satılık,Betonarme,160 m2,200 m2,43 m2,4+1,20 Ve Üzeri,2. Kat,16,Merkezi Doğalgaz,550 TL,7.500 TL,2,2,Hayır,Boş,Boş,Genel Fiyat,Sıfır,Krediye Uygun,Yatırıma Uygun,Yok,"1,845,000TL"
263,9216451,09 Şubat 2021,15 Şubat 2021,Konut,Satılık,Belirtilmemiş,80 m2,100 m2,Belirtilmemiş,2+1,4,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kiracı Oturuyor,Genel Fiyat,Belirtilmemiş,Krediye Uygun,Bilinmiyor,Yok,"725,000TL"
264,9216375,09 Şubat 2021,09 Şubat 2021,Konut,Satılık,Belirtilmemiş,144 m2,180 m2,Belirtilmemiş,3+1,2,5. Kat,15,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,1,Hayır,Boş,Boş,Birim Fiyat,İkinci El,Krediye Uygun,Belirtilmemiş,Yok,"4,000,000TL"
